0000..002C  ; DISALLOWED  # <control>..COMMA
11D90..11D91; PVALID      # GUNJALA GONDI VOWEL SIGN EE..GUNJALA GONDI V
11D92       ; UNASSIGNED  # <reserved>
11D93..11D98; PVALID      # GUNJALA GONDI VOWEL SIGN OO..GUNJALA GONDI O
11D99..11D9F; UNASSIGNED  # <reserved>..<reserved>
11DA0..11DA9; PVALID      # GUNJALA GONDI DIGIT ZERO..GUNJALA GONDI DIGI
11DAA..11EDF; UNASSIGNED  # <reserved>..<reserved>
11EE0..11EF6; PVALID      # MAKASAR LETTER KA..MAKASAR VOWEL SIGN O
11EF7..11EF8; DISALLOWED  # MAKASAR PASSIMBANG..MAKASAR END OF SECTION
11EF9..11FAF; UNASSIGNED  # <reserved>..<reserved>
11FB0       ; PVALID      # LISU LETTER YHA
11FB1..11FBF; UNASSIGNED  # <reserved>..<reserved>
11FC0..11FF1; DISALLOWED  # TAMIL FRACTION ONE THREE-HUNDRED-AND-TWENTIE
11FF2..11FFE; UNASSIGNED  # <reserved>..<reserved>
11FFF       ; DISALLOWED  # TAMIL PUNCTUATION END OF TEXT
12000..12399; PVALID      # CUNEIFORM SIGN A..CUNEIFORM SIGN U U
1239A..123FF; UNASSIGNED  # <reserved>..<reserved>
12400..1246E; DISALLOWED  # CUNEIFORM NUMERIC SIGN TWO ASH..CUNEIFORM NU
1246F       ; UNASSIGNED  # <reserved>
12470..12474; DISALLOWED  # CUNEIFORM PUNCTUATION SIGN OLD ASSYRIAN WORD
12475..1247F; UNASSIGNED  # <reserved>..<reserved>
12480..12543; PVALID      # CUNEIFORM SIGN AB TIMES NUN TENU..CUNEIFORM 
12544..12FFF; UNASSIGNED  # <reserved>..<reserved>
13000..1342E; PVALID      # EGYPTIAN HIEROGLYPH A001..EGYPTIAN HIEROGLYP
1342F       ; UNASSIGNED  # <reserved>
13430..13438; DISALLOWED  # EGYPTIAN HIEROGLYPH VERTICAL JOINER..EGYPTIA
13439..143FF; UNASSIGNED  # <reserved>..<reserved>
14400..14646; PVALID      # ANATOLIAN HIEROGLYPH A001..ANATOLIAN HIEROGL
14647..167FF; UNASSIGNED  # <reserved>..<reserved>
16800..16A38; PVALID      # BAMUM LETTER PHASE-A NGKUE MFON..BAMUM LETTE
16A39..16A3F; UNASSIGNED  # <reserved>..<reserved>
16A40..16A5E; PVALID      # MRO LETTER TA..MRO LETTER TEK
16A5F       ; UNASSIGNED  # <reserved>
16A60..16A69; PVALID      # MRO DIGIT ZERO..MRO DIGIT NINE
16A6A..16A6D; UNASSIGNED  # <reserved>..<reserved>
16A6E..16A6F; DISALLOWED  # MRO DANDA..MRO DOUBLE DANDA
16A70..16ACF; UNASSIGNED  # <reserved>..<reserved>
16AD0..16AED; PVALID      # BASSA VAH LETTER ENNI..BASSA VAH LETTER I
16AEE..16AEF; UNASSIGNED  # <reserved>..<reserved>
16AF0..16AF4; PVALID      # BASSA VAH COMBINING HIGH TONE..BASSA VAH COM
16AF5       ; DISALLOWED  # BASSA VAH FULL STOP
16AF6..16AFF; UNASSIGNED  # <reserved>..<reserved>
16B00..16B36; PVALID      # PAHAWH HMONG VOWEL KEEB..PAHAWH HMONG MARK C
16B37..16B3F; DISALLOWED  # PAHAWH HMONG SIGN VOS THOM..PAHAWH HMONG SIG
16B40..16B43; PVALID      # PAHAWH HMONG SIGN VOS SEEV..PAHAWH HMONG SIG
16B44..16B45; DISALLOWED  # PAHAWH HMONG SIGN XAUS..PAHAWH HMONG SIGN CI
16B46..16B4F; UNASSIGNED  # <reserved>..<reserved>
16B50..16B59; PVALID      # PAHAWH HMONG DIGIT ZERO..PAHAWH HMONG DIGIT 
16B5A       ; UNASSIGNED  # <reserved>
16B5B..16B61; DISALLOWED  # PAHAWH HMONG NUMBER TENS..PAHAWH HMONG NUMBE
16B62       ; UNASSIGNED  # <reserved>
16B63..16B77; PVALID      # PAHAWH HMONG SIGN VOS LUB..PAHAWH HMONG SIGN
16B78..16B7C; UNASSIGNED  # <reserved>..<reserved>
16B7D..16B8F; PVALID      # PAHAWH HMONG CLAN SIGN TSHEEJ..PAHAWH HMONG 
16B90..16E3F; UNASSIGNED  # <reserved>..<reserved>
16E40..16E5F; DISALLOWED  # MEDEFAIDRIN CAPITAL LETTER M..MEDEFAIDRIN CA
16E60..16E7F; PVALID      # MEDEFAIDRIN SMALL LETTER M..MEDEFAIDRIN SMAL
16E80..16E9A; DISALLOWED  # MEDEFAIDRIN DIGIT ZERO..MEDEFAIDRIN EXCLAMAT
16E9B..16EFF; UNASSIGNED  # <reserved>..<reserved>
16F00..16F4A; PVALID      # MIAO LETTER PA..MIAO LETTER RTE
16F4B..16F4E; UNASSIGNED  # <reserved>..<reserved>
16F4F..16F87; PVALID      # MIAO SIGN CONSONANT MODIFIER BAR..MIAO VOWEL
16F88..16F8E; UNASSIGNED  # <reserved>..<reserved>
16F8F..16F9F; PVALID      # MIAO TONE RIGHT..MIAO LETTER REFORMED TONE-8
16FA0..16FDF; UNASSIGNED  # <reserved>..<reserved>
16FE0..16FE1; PVALID      # TANGUT ITERATION MARK..NUSHU ITERATION MARK
16FE2       ; DISALLOWED  # OLD CHINESE HOOK MARK
16FE3..16FE4; PVALID      # OLD CHINESE ITERATION MARK..KHITAN SMALL SCR
16FE5..16FEF; UNASSIGNED  # <reserved>..<reserved>
16FF0..16FF1; PVALID      # VIETNAMESE ALTERNATE READING MARK CA..VIETNA
16FF2..16FFF; UNASSIGNED  # <reserved>..<reserved>
17000..187F7; PVALID      # <Tangut Ideograph>..<Tangut Ideograph>
187F8..187FF; UNASSIGNED  # <reserved>..<reserved>
18800..18CD5; PVALID      # TANGUT COMPONENT-001..KHITAN SMALL SCRIPT CH
18CD6..18CFF; UNASSIGNED  # <reserved>..<reserved>
18D00..18D08; PVALID      # <Tangut Ideograph Supplement>..<Tangut Ideog
18D09..1AFFF; UNASSIGNED  # <reserved>..<reserved>
1B000..1B11E; PVALID      # KATAKANA LETTER ARCHAIC E..HENTAIGANA LETTER
1B11F..1B14F; UNASSIGNED  # <reserved>..<reserved>
1B150..1B152; PVALID      # HIRAGANA LETTER SMALL WI..HIRAGANA LETTER SM
1B153..1B163; UNASSIGNED  # <reserved>..<reserved>
1B164..1B167; PVALID      # KATAKANA LETTER SMALL WI..KATAKANA LETTER SM
1B168..1B16F; UNASSIGNED  # <reserved>..<reserved>
1B170..1B2FB; PVALID      # NUSHU CHARACTER-1B170..NUSHU CHARACTER-1B2FB
1B2FC..1BBFF; UNASSIGNED  # <reserved>..<reserved>
1BC00..1BC6A; PVALID      # DUPLOYAN LETTER H..DUPLOYAN LETTER VOCALIC M
1BC6B..1BC6F; UNASSIGNED  # <reserved>..<reserved>
1BC70..1BC7C; PVALID      # DUPLOYAN AFFIX LEFT HORIZONTAL SECANT..DUPLO
1BC7D..1BC7F; UNASSIGNED  # <reserved>..<reserved>
1BC80..1BC88; PVALID      # DUPLOYAN AFFIX HIGH ACUTE..DUPLOYAN AFFIX HI
1BC89..1BC8F; UNASSIGNED  # <reserved>..<reserved>
1BC90..1BC99; PVALID      # DUPLOYAN AFFIX LOW ACUTE..DUPLOYAN AFFIX LOW
1BC9A..1BC9B; UNASSIGNED  # <reserved>..<reserved>
1BC9C       ; DISALLOWED  # DUPLOYAN SIGN O WITH CROSS
1BC9D..1BC9E; PVALID      # DUPLOYAN THICK LETTER SELECTOR..DUPLOYAN DOU
1BC9F..1BCA3; DISALLOWED  # DUPLOYAN PUNCTUATION CHINOOK FULL STOP..SHOR
1BCA4..1CFFF; UNASSIGNED  # <reserved>..<reserved>
1D000..1D0F5; DISALLOWED  # BYZANTINE MUSICAL SYMBOL PSILI..BYZANTINE MU
1D0F6..1D0FF; UNASSIGNED  # <reserved>..<reserved>
1D100..1D126; DISALLOWED  # MUSICAL SYMBOL SINGLE BARLINE..MUSICAL SYMBO
1D127..1D128; UNASSIGNED  # <reserved>..<reserved>
1D129..1D1E8; DISALLOWED  # MUSICAL SYMBOL MULTIPLE MEASURE REST..MUSICA
1D1E9..1D1FF; UNASSIGNED  # <reserved>..<reserved>
1D200..1D245; DISALLOWED  # GREEK VOCAL NOTATION SYMBOL-1..GREEK MUSICAL
1D246..1D2DF; UNASSIGNED  # <reserved>..<reserved>
1D2E0..1D2F3; DISALLOWED  # MAYAN NUMERAL ZERO..MAYAN NUMERAL NINETEEN
1D2F4..1D2FF; UNASSIGNED  # <reserved>..<reserved>
1D300..1D356; DISALLOWED  # MONOGRAM FOR EARTH..TETRAGRAM FOR FOSTERING
1D357..1D35F; UNASSIGNED  # <reserved>..<reserved>
1D360..1D378; DISALLOWED  # COUNTING ROD UNIT DIGIT ONE..TALLY MARK FIVE
1D379..1D3FF; UNASSIGNED  # <reserved>..<reserved>
1D400..1D454; DISALLOWED  # MATHEMATICAL BOLD CAPITAL A..MATHEMATICAL IT
1D455       ; UNASSIGNED  # <reserved>
1D456..1D49C; DISALLOWED  # MATHEMATICAL ITALIC SMALL I..MATHEMATICAL SC
1D49D       ; UNASSIGNED  # <reserved>
1D49E..1D49F; DISALLOWED  # MATHEMATICAL SCRIPT CAPITAL C..MATHEMATICAL 
1D4A0..1D4A1; UNASSIGNED  # <reserved>..<reserved>
1D4A2       ; DISALLOWED  # MATHEMATICAL SCRIPT CAPITAL G
1D4A3..1D4A4; UNASSIGNED  # <reserved>..<reserved>
1D4A5..1D4A6; DISALLOWED  # MATHEMATICAL SCRIPT CAPITAL J..MATHEMATICAL 
1D4A7..1D4A8; UNASSIGNED  # <reserved>..<reserved>
1D4A9..1D4AC; DISALLOWED  # MATHEMATICAL SCRIPT CAPITAL N..MATHEMATICAL 
1D4AD       ; UNASSIGNED  # <reserved>
1D4AE..1D4B9; DISALLOWED  # MATHEMATICAL SCRIPT CAPITAL S..MATHEMATICAL 
1D4BA       ; UNASSIGNED  # <reserved>
1D4BB       ; DISALLOWED  # MATHEMATICAL SCRIPT SMALL F
1D4BC       ; UNASSIGNED  # <reserved>
1D4BD..1D4C3; DISALLOWED  # MATHEMATICAL SCRIPT SMALL H..MATHEMATICAL SC
1D4C4       ; UNASSIGNED  # <reserved>
1D4C5..1D505; DISALLOWED  # MATHEMATICAL SCRIPT SMALL P..MATHEMATICAL FR
1D506       ; UNASSIGNED  # <reserved>
1D507..1D50A; DISALLOWED  # MATHEMATICAL FRAKTUR CAPITAL D..MATHEMATICAL
1D50B..1D50C; UNASSIGNED  # <reserved>..<reserved>
1D50D..1D514; DISALLOWED  # MATHEMATICAL FRAKTUR CAPITAL J..MATHEMATICAL
1D515       ; UNASSIGNED  # <reserved>
1D516..1D51C; DISALLOWED  # MATHEMATICAL FRAKTUR CAPITAL S..MATHEMATICAL
1D51D       ; UNASSIGNED  # <reserved>
1D51E..1D539; DISALLOWED  # MATHEMATICAL FRAKTUR SMALL A..MATHEMATICAL D
1D53A       ; UNASSIGNED  # <reserved>
1D53B..1D53E; DISALLOWED  # MATHEMATICAL DOUBLE-STRUCK CAPITAL D..MATHEM
1D53F       ; UNASSIGNED  # <reserved>
1D540..1D544; DISALLOWED  # MATHEMATICAL DOUBLE-STRUCK CAPITAL I..MATHEM
1D545       ; UNASSIGNED  # <reserved>
1D546       ; DISALLOWED  # MATHEMATICAL DOUBLE-STRUCK CAPITAL O
1D547..1D549; UNASSIGNED  # <reserved>..<reserved>
1D54A..1D550; DISALLOWED  # MATHEMATICAL DOUBLE-STRUCK CAPITAL S..MATHEM
1D551       ; UNASSIGNED  # <reserved>
1D552..1D6A5; DISALLOWED  # MATHEMATICAL DOUBLE-STRUCK SMALL A..MATHEMAT
1D6A6..1D6A7; UNASSIGNED  # <reserved>..<reserved>
1D6A8..1D7CB; DISALLOWED  # MATHEMATICAL BOLD CAPITAL ALPHA..MATHEMATICA
1D7CC..1D7CD; UNASSIGNED  # <reserved>..<reserved>
1D7CE..1D9FF; DISALLOWED  # MATHEMATICAL BOLD DIGIT ZERO..SIGNWRITING HE
1DA00..1DA36; PVALID      # SIGNWRITING HEAD RIM..SIGNWRITING AIR SUCKIN
1DA37..1DA3A; DISALLOWED  # SIGNWRITING AIR BLOW SMALL ROTATIONS..SIGNWR
1DA3B..1DA6C; PVALID      # SIGNWRITING MOUTH CLOSED NEUTRAL..SIGNWRITIN
1DA6D..1DA74; DISALLOWED  # SIGNWRITING SHOULDER HIP SPINE..SIGNWRITING 
1DA75       ; PVALID      # SIGNWRITING UPPER BODY TILTING FROM HIP JOIN
1DA76..1DA83; DISALLOWED  # SIGNWRITING LIMB COMBINATION..SIGNWRITING LO
1DA84       ; PVALID      # SIGNWRITING LOCATION HEAD NECK
1DA85..1DA8B; DISALLOWED  # SIGNWRITING LOCATION TORSO..SIGNWRITING PARE
1DA8C..1DA9A; UNASSIGNED  # <reserved>..<reserved>
1DA9B..1DA9F; PVALID      # SIGNWRITING FILL MODIFIER-2..SIGNWRITING FIL
1DAA0       ; UNASSIGNED  # <reserved>
1DAA1..1DAAF; PVALID      # SIGNWRITING ROTATION MODIFIER-2..SIGNWRITING
1DAB0..1DFFF; UNASSIGNED  # <reserved>..<reserved>
1E000..1E006; PVALID      # COMBINING GLAGOLITIC LETTER AZU..COMBINING G
1E007       ; UNASSIGNED  # <reserved>
1E008..1E018; PVALID      # COMBINING GLAGOLITIC LETTER ZEMLJA..COMBININ
1E019..1E01A; UNASSIGNED  # <reserved>..<reserved>
1E01B..1E021; PVALID      # COMBINING GLAGOLITIC LETTER SHTA..COMBINING 
1E022       ; UNASSIGNED  # <reserved>
1E023..1E024; PVALID      # COMBINING GLAGOLITIC LETTER YU..COMBINING GL
1E025       ; UNASSIGNED  # <reserved>
1E026..1E02A; PVALID      # COMBINING GLAGOLITIC LETTER YO..COMBINING GL
1E02B..1E0FF; UNASSIGNED  # <reserved>..<reserved>
1E100..1E12C; PVALID      # NYIAKENG PUACHUE HMONG LETTER MA..NYIAKENG P
1E12D..1E12F; UNASSIGNED  # <reserved>..<reserved>
1E130..1E13D; PVALID      # NYIAKENG PUACHUE HMONG TONE-B..NYIAKENG PUAC
1E13E..1E13F; UNASSIGNED  # <reserved>..<reserved>
1E140..1E149; PVALID      # NYIAKENG PUACHUE HMONG DIGIT ZERO..NYIAKENG 
1E14A..1E14D; UNASSIGNED  # <reserved>..<reserved>
1E14E       ; PVALID      # NYIAKENG PUACHUE HMONG LOGOGRAM NYAJ
1E14F       ; DISALLOWED  # NYIAKENG PUACHUE HMONG CIRCLED CA
1E150..1E2BF; UNASSIGNED  # <reserved>..<reserved>
1E2C0..1E2F9; PVALID      # WANCHO LETTER AA..WANCHO DIGIT NINE
1E2FA..1E2FE; UNASSIGNED  # <reserved>..<reserved>
1E2FF       ; DISALLOWED  # WANCHO NGUN SIGN
1E300..1E7FF; UNASSIGNED  # <reserved>..<reserved>
1E800..1E8C4; PVALID      # MENDE KIKAKUI SYLLABLE M001 KI..MENDE KIKAKU
1E8C5..1E8C6; UNASSIGNED  # <reserved>..<reserved>
1E8C7..1E8CF; DISALLOWED  # MENDE KIKAKUI DIGIT ONE..MENDE KIKAKUI DIGIT
1E8D0..1E8D6; PVALID      # MENDE KIKAKUI COMBINING NUMBER TEENS..MENDE 
1E8D7..1E8FF; UNASSIGNED  # <reserved>..<reserved>
1E900..1E921; DISALLOWED  # ADLAM CAPITAL LETTER ALIF..ADLAM CAPITAL LET
1E922..1E94B; PVALID      # ADLAM SMALL LETTER ALIF..ADLAM NASALIZATION 
1E94C..1E94F; UNASSIGNED  # <reserved>..<reserved>
1E950..1E959; PVALID      # ADLAM DIGIT ZERO..ADLAM DIGIT NINE
1E95A..1E95D; UNASSIGNED  # <reserved>..<reserved>
1E95E..1E95F; DISALLOWED  # ADLAM INITIAL EXCLAMATION MARK..ADLAM INITIA
1E960..1EC70; UNASSIGNED  # <reserved>..<reserved>
1EC71..1ECB4; DISALLOWED  # INDIC SIYAQ NUMBER ONE..INDIC SIYAQ ALTERNAT
1ECB5..1ED00; UNASSIGNED  # <reserved>..<reserved>
1ED01..1ED3D; DISALLOWED  # OTTOMAN SIYAQ NUMBER ONE..OTTOMAN SIYAQ FRAC
1ED3E..1EDFF; UNASSIGNED  # <reserved>..<reserved>
1EE00..1EE03; DISALLOWED  # ARABIC MATHEMATICAL ALEF..ARABIC MATHEMATICA
1EE04       ; UNASSIGNED  # <reserved>
1EE05..1EE1F; DISALLOWED  # ARABIC MATHEMATICAL WAW..ARABIC MATHEMATICAL
1EE20       ; UNASSIGNED  # <reserved>
1EE21..1EE22; DISALLOWED  # ARABIC MATHEMATICAL INITIAL BEH..ARABIC MATH
1EE23       ; UNASSIGNED  # <reserved>
1EE24       ; DISALLOWED  # ARABIC MATHEMATICAL INITIAL HEH
1EE25..1EE26; UNASSIGNED  # <reserved>..<reserved>
1EE27       ; DISALLOWED  # ARABIC MATHEMATICAL INITIAL HAH
1EE28       ; UNASSIGNED  # <reserved>
1EE29..1EE32; DISALLOWED  # ARABIC MATHEMATICAL INITIAL YEH..ARABIC MATH
1EE33       ; UNASSIGNED  # <reserved>
1EE34..1EE37; DISALLOWED  # ARABIC MATHEMATICAL INITIAL SHEEN..ARABIC MA
1EE38       ; UNASSIGNED  # <reserved>
1EE39       ; DISALLOWED  # ARABIC MATHEMATICAL INITIAL DAD
1EE3A       ; UNASSIGNED  # <reserved>
1EE3B       ; DISALLOWED  # ARABIC MATHEMATICAL INITIAL GHAIN
1EE3C..1EE41; UNASSIGNED  # <reserved>..<reserved>
1EE42       ; DISALLOWED  # ARABIC MATHEMATICAL TAILED JEEM
1EE43..1EE46; UNASSIGNED  # <reserved>..<reserved>
1EE47       ; DISALLOWED  # ARABIC MATHEMATICAL TAILED HAH
1EE48       ; UNASSIGNED  # <reserved>
1EE49       ; DISALLOWED  # ARABIC MATHEMATICAL TAILED YEH
1EE4A       ; UNASSIGNED  # <reserved>
1EE4B       ; DISALLOWED  # ARABIC MATHEMATICAL TAILED LAM
1EE4C       ; UNASSIGNED  # <reserved>
1EE4D..1EE4F; DISALLOWED  # ARABIC MATHEMATICAL TAILED NOON..ARABIC MATH
1EE50       ; UNASSIGNED  # <reserved>
1EE51..1EE52; DISALLOWED  # ARABIC MATHEMATICAL TAILED SAD..ARABIC MATHE
1EE53       ; UNASSIGNED  # <reserved>
1EE54       ; DISALLOWED  # ARABIC MATHEMATICAL TAILED SHEEN
1EE55..1EE56; UNASSIGNED  # <reserved>..<reserved>
1EE57       ; DISALLOWED  # ARABIC MATHEMATICAL TAILED KHAH
1EE58       ; UNASSIGNED  # <reserved>
1EE59       ; DISALLOWED  # ARABIC MATHEMATICAL TAILED DAD
1EE5A       ; UNASSIGNED  # <reserved>
1EE5B       ; DISALLOWED  # ARABIC MATHEMATICAL TAILED GHAIN
1EE5C       ; UNASSIGNED  # <reserved>
1EE5D       ; DISALLOWED  # ARABIC MATHEMATICAL TAILED DOTLESS NOON
1EE5E       ; UNASSIGNED  # <reserved>
1EE5F       ; DISALLOWED  # ARABIC MATHEMATICAL TAILED DOTLESS QAF
1EE60       ; UNASSIGNED  # <reserved>
1EE61..1EE62; DISALLOWED  # ARABIC MATHEMATICAL STRETCHED BEH..ARABIC MA
1EE63       ; UNASSIGNED  # <reserved>
1EE64       ; DISALLOWED  # ARABIC MATHEMATICAL STRETCHED HEH
1EE65..1EE66; UNASSIGNED  # <reserved>..<reserved>
1EE67..1EE6A; DISALLOWED  # ARABIC MATHEMATICAL STRETCHED HAH..ARABIC MA
1EE6B       ; UNASSIGNED  # <reserved>
1EE6C..1EE72; DISALLOWED  # ARABIC MATHEMATICAL STRETCHED MEEM..ARABIC M
1EE73       ; UNASSIGNED  # <reserved>
1EE74..1EE77; DISALLOWED  # ARABIC MATHEMATICAL STRETCHED SHEEN..ARABIC 
1EE78       ; UNASSIGNED  # <reserved>
1EE79..1EE7C; DISALLOWED  # ARABIC MATHEMATICAL STRETCHED DAD..ARABIC MA
1EE7D       ; UNASSIGNED  # <reserved>
1EE7E       ; DISALLOWED  # ARABIC MATHEMATICAL STRETCHED DOTLESS FEH
1EE7F       ; UNASSIGNED  # <reserved>
1EE80..1EE89; DISALLOWED  # ARABIC MATHEMATICAL LOOPED ALEF..ARABIC MATH
1EE8A       ; UNASSIGNED  # <reserved>
1EE8B..1EE9B; DISALLOWED  # ARABIC MATHEMATICAL LOOPED LAM..ARABIC MATHE
1EE9C..1EEA0; UNASSIGNED  # <reserved>..<reserved>
1EEA1..1EEA3; DISALLOWED  # ARABIC MATHEMATICAL DOUBLE-STRUCK BEH..ARABI
1EEA4       ; UNASSIGNED  # <reserved>
1EEA5..1EEA9; DISALLOWED  # ARABIC MATHEMATICAL DOUBLE-STRUCK WAW..ARABI
1EEAA       ; UNASSIGNED  # <reserved>
1EEAB..1EEBB; DISALLOWED  # ARABIC MATHEMATICAL DOUBLE-STRUCK LAM..ARABI
1EEBC..1EEEF; UNASSIGNED  # <reserved>..<reserved>
1EEF0..1EEF1; DISALLOWED  # ARABIC MATHEMATICAL OPERATOR MEEM WITH HAH W
1EEF2..1EFFF; UNASSIGNED  # <reserved>..<reserved>
1F000..1F02B; DISALLOWED  # MAHJONG TILE EAST WIND..MAHJONG TILE BACK
1F02C..1F02F; UNASSIGNED  # <reserved>..<reserved>
1F030..1F093; DISALLOWED  # DOMINO TILE HORIZONTAL BACK..DOMINO TILE VER
1F094..1F09F; UNASSIGNED  # <reserved>..<reserved>
1F0A0..1F0AE; DISALLOWED  # PLAYING CARD BACK..PLAYING CARD KING OF SPAD
1F0AF..1F0B0; UNASSIGNED  # <reserved>..<reserved>
1F0B1..1F0BF; DISALLOWED  # PLAYING CARD ACE OF HEARTS..PLAYING CARD RED
1F0C0       ; UNASSIGNED  # <reserved>
1F0C1..1F0CF; DISALLOWED  # PLAYING CARD ACE OF DIAMONDS..PLAYING CARD B
1F0D0       ; UNASSIGNED  # <reserved>
1F0D1..1F0F5; DISALLOWED  # PLAYING CARD ACE OF CLUBS..PLAYING CARD TRUM
1F0F6..1F0FF; UNASSIGNED  # <reserved>..<reserved>
1F100..1F1AD; DISALLOWED  # DIGIT ZERO FULL STOP..MASK WORK SYMBOL
1F1AE..1F1E5; UNASSIGNED  # <reserved>..<reserved>
1F1E6..1F202; DISALLOWED  # REGIONAL INDICATOR SYMBOL LETTER A..SQUARED 
1F203..1F20F; UNASSIGNED  # <reserved>..<reserved>
1F210..1F23B; DISALLOWED  # SQUARED CJK UNIFIED IDEOGRAPH-624B..SQUARED 
1F23C..1F23F; UNASSIGNED  # <reserved>..<reserved>
1F240..1F248; DISALLOWED  # TORTOISE SHELL BRACKETED CJK UNIFIED IDEOGRA
1F249..1F24F; UNASSIGNED  # <reserved>..<reserved>
1F250..1F251; DISALLOWED  # CIRCLED IDEOGRAPH ADVANTAGE..CIRCLED IDEOGRA
1F252..1F25F; UNASSIGNED  # <reserved>..<reserved>
1F260..1F265; DISALLOWED  # ROUNDED SYMBOL FOR FU..ROUNDED SYMBOL FOR CA
1F266..1F2FF; UNASSIGNED  # <reserved>..<reserved>
1F300..1F6D7; DISALLOWED  # CYCLONE..ELEVATOR
1F6D8..1F6DF; UNASSIGNED  # <reserved>..<reserved>
1F6E0..1F6EC; DISALLOWED  # HAMMER AND WRENCH..AIRPLANE ARRIVING
1F6ED..1F6EF; UNASSIGNED  # <reserved>..<reserved>
1F6F0..1F6FC; DISALLOWED  # SATELLITE..ROLLER SKATE
1F6FD..1F6FF; UNASSIGNED  # <reserved>..<reserved>
1F700..1F773; DISALLOWED  # ALCHEMICAL SYMBOL FOR QUINTESSENCE..ALCHEMIC
1F774..1F77F; UNASSIGNED  # <reserved>..<reserved>
1F780..1F7D8; DISALLOWED  # BLACK LEFT-POINTING ISOSCELES RIGHT TRIANGLE
1F7D9..1F7DF; UNASSIGNED  # <reserved>..<reserved>
1F7E0..1F7EB; DISALLOWED  # LARGE ORANGE CIRCLE..LARGE BROWN SQUARE
1F7EC..1F7FF; UNASSIGNED  # <reserved>..<reserved>
1F800..1F80B; DISALLOWED  # LEFTWARDS ARROW WITH SMALL TRIANGLE ARROWHEA
1F80C..1F80F; UNASSIGNED  # <reserved>..<reserved>
1F810..1F847; DISALLOWED  # LEFTWARDS ARROW WITH SMALL EQUILATERAL ARROW
1F848..1F84F; UNASSIGNED  # <reserved>..<reserved>
1F850..1F859; DISALLOWED  # LEFTWARDS SANS-SERIF ARROW..UP DOWN SANS-SER
1F85A..1F85F; UNASSIGNED  # <reserved>..<reserved>
1F860..1F887; DISALLOWED  # WIDE-HEADED LEFTWARDS LIGHT BARB ARROW..WIDE
1F888..1F88F; UNASSIGNED  # <reserved>..<reserved>
1F890..1F8AD; DISALLOWED  # LEFTWARDS TRIANGLE ARROWHEAD..WHITE ARROW SH
1F8AE..1F8AF; UNASSIGNED  # <reserved>..<reserved>
1F8B0..1F8B1; DISALLOWED  # ARROW POINTING UPWARDS THEN NORTH WEST..ARRO
1F8B2..1F8FF; UNASSIGNED  # <reserved>..<reserved>
1F900..1F978; DISALLOWED  # CIRCLED CROSS FORMEE WITH FOUR DOTS..DISGUIS
1F979       ; UNASSIGNED  # <reserved>
1F97A..1F9CB; DISALLOWED  # FACE WITH PLEADING EYES..BUBBLE TEA
1F9CC       ; UNASSIGNED  # <reserved>
1F9CD..1FA53; DISALLOWED  # STANDING PERSON..BLACK CHESS KNIGHT-BISHOP
1FA54..1FA5F; UNASSIGNED  # <reserved>..<reserved>
1FA60..1FA6D; DISALLOWED  # XIANGQI RED GENERAL..XIANGQI BLACK SOLDIER
1FA6E..1FA6F; UNASSIGNED  # <reserved>..<reserved>
1FA70..1FA74; DISALLOWED  # BALLET SHOES..THONG SANDAL
1FA75..1FA77; UNASSIGNED  # <reserved>..<reserved>
1FA78..1FA7A; DISALLOWED  # DROP OF BLOOD..STETHOSCOPE
1FA7B..1FA7F; UNASSIGNED  # <reserved>..<reserved>
1FA80..1FA86; DISALLOWED  # YO-YO..NESTING DOLLS
1FA87..1FA8F; UNASSIGNED  # <reserved>..<reserved>
1FA90..1FAA8; DISALLOWED  # RINGED PLANET..ROCK
1FAA9..1FAAF; UNASSIGNED  # <reserved>..<reserved>
1FAB0..1FAB6; DISALLOWED  # FLY..FEATHER
1FAB7..1FABF; UNASSIGNED  # <reserved>..<reserved>
1FAC0..1FAC2; DISALLOWED  # ANATOMICAL HEART..PEOPLE HUGGING
1FAC3..1FACF; UNASSIGNED  # <reserved>..<reserved>
1FAD0..1FAD6; DISALLOWED  # BLUEBERRIES..TEAPOT
1FAD7..1FAFF; UNASSIGNED  # <reserved>..<reserved>
1FB00..1FB92; DISALLOWED  # BLOCK SEXTANT-1..UPPER HALF INVERSE MEDIUM S
1FB93       ; UNASSIGNED  # <reserved>
1FB94..1FBCA; DISALLOWED  # LEFT HALF INVERSE MEDIUM SHADE AND RIGHT HAL
1FBCB..1FBEF; UNASSIGNED  # <reserved>..<reserved>
1FBF0..1FBF9; DISALLOWED  # SEGMENTED DIGIT ZERO..SEGMENTED DIGIT NINE
1FBFA..1FFFD; UNASSIGNED  # <reserved>..<reserved>
1FFFE..1FFFF; DISALLOWED  # <noncharacter>..<noncharacter>
20000..2A6DD; PVALID      # <CJK Ideograph Extension B>..<CJK Ideograph 
2A6DE..2A6FF; UNASSIGNED  # <reserved>..<reserved>
2A700..2B734; PVALID      # <CJK Ideograph Extension C>..<CJK Ideograph 
2B735..2B73F; UNASSIGNED  # <reserved>..<reserved>
2B740..2B81D; PVALID      # <CJK Ideograph Extension D>..<CJK Ideograph 
2B81E..2B81F; UNASSIGNED  # <reserved>..<reserved>
2B820..2CEA1; PVALID      # <CJK Ideograph Extension E>..<CJK Ideograph 
2CEA2..2CEAF; UNASSIGNED  # <reserved>..<reserved>
